id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions/0/version,versions/0/created,versions/1/version,versions/1/created,update_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0273,David Cimasoni,"David Cimasoni, Nicolai Reshetikhin",Dimers on surface graphs and spin structures. II,"23 pages, 3 figures","Comm. Math. Phys. 281 (2008), 445-468",10.1007/s00220-008-0488-3,,math-ph math.GT math.MP,,"  In a previous paper, we showed how certain orientations of the edges of a
graph G embedded in a closed oriented surface S can be understood as discrete
spin structures on S. We then used this correspondence to give a geometric
proof of the Pfaffian formula for the partition function of the dimer model on
G. In the present article, we generalize these results to the case of compact
oriented surfaces with boundary. We also show how the operations of cutting and
gluing act on discrete spin structures and how they change the partition
function. These operations allow to reformulate the dimer model as a quantum
field theory on surface graphs.
",v1,"Mon, 2 Apr 2007 21:37:30 GMT",,,09-08-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0274,Georg von Hippel,Georg M. von Hippel,"New version announcement for TaylUR, an arbitrary-order diagonal
  automatic differentiation package for Fortran 95","3 pages, uses elsart.cls",Comput.Phys.Commun. 176 (2007) 710-711,10.1016/j.cpc.2007.03.008,,physics.comp-ph,,"  We present a new version of TaylUR, a Fortran 95 module to automatically
compute the numerical values of a complex-valued function's derivatives with
respect to several variables up to an arbitrary order in each variable, but
excluding mixed derivatives. The new version fixes a potentially serious bug in
the code for exponential-related functions that could corrupt the imaginary
parts of derivatives, as well as being compatible with a wider range of
compilers.
",v1,"Mon, 2 Apr 2007 21:44:28 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0275,George M. Bergman,George M. Bergman (U.C.Berkeley),Mapping radii of metric spaces,"24 pages. To appear, Pacific J. Math. Any updates, errata, related
  references etc. learned of after publication will be noted at
  http://math.berkeley.edu/~gbergman/papers . Changes from first version:
  correction to display (30) and statement of Cor. 26; new display (41) and
  Lemma 33; minor clarifications of wording etc.","Pacific J. Math., 236 (2008) 223-261",10.2140/pjm.2008.236.223,,math.MG,,"  It is known that every closed curve of length \leq 4 in R^n (n>0) can be
surrounded by a sphere of radius 1, and that this is the best bound. Letting S
denote the circle of circumference 4, with the arc-length metric, we here
express this fact by saying that the ""mapping radius"" of S in R^n is 1.
  Tools are developed for estimating the mapping radius of a metric space X in
a metric space Y. In particular, it is shown that for X a bounded metric space,
the supremum of the mapping radii of X in all convex subsets of normed metric
spaces is equal to the infimum of the sup norms of all convex linear
combinations of the functions d(x,-): X --> R (x\in X).
  Several explicit mapping radii are calculated, and open questions noted.
",v1,"Mon, 2 Apr 2007 21:53:20 GMT",v2,"Fri, 28 Mar 2008 16:40:54 GMT",15-10-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0276,Maik Wolleben,M. Wolleben,A New Model For The Loop-I (The North Polar Spur) Region,"17 pages, 6 figures, to appear in ApJ","Astrophys.J.664:349-356,2007",10.1086/518711,,astro-ph,,"  The North Polar Spur (NPS) is the brightest filament of Loop I, a large
circular feature in the radio continuum sky. In this paper, a model consisting
of two synchrotron emitting shells is presented that reproduces large-scale
structures revealed by recent polarization surveys. The polarized emission of
the NPS is reproduced by one of these shells. The other shell, which passes
close to the Sun, gives rise to polarized emission towards the Galactic poles.
It is proposed that X-ray emission seen towards the NPS is produced by
interaction of the two shells. Two OB-associations coincide with the centers of
the shells. A formation scenario of the Loop I region is suggested.
",v1,"Mon, 2 Apr 2007 21:56:40 GMT",,,23-06-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0277,Roy Meshulam,Gil Kalai and Roy Meshulam,Leray numbers of projections and a topological Helly type theorem,9 pages,,10.1112/jtopol/jtn010,,math.CO,,"  Let X be a simplicial complex on the vertex set V. The rational Leray number
L(X) of X is the minimal d such that the rational reduced homology of any
induced subcomplex of X vanishes in dimensions d and above. Let \pi be a
simplicial map from X to a simplex Y, such that the cardinality of the preimage
of any point in |Y| is at most r. It is shown that L(\pi(X)) \leq r L(X)+r-1.
One consequence is a topological extension of a Helly type result of Amenta.
",v1,"Mon, 2 Apr 2007 22:08:05 GMT",,,26-02-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0278,Igor Khavkine,"Igor Khavkine, J. Daniel Christensen",q-Deformed spin foam models of quantum gravity,"21 pages, 6 figures, amsrefs","Class.Quant.Grav.24:3271-3290,2007",10.1088/0264-9381/24/13/009,,gr-qc,,"  We numerically study Barrett-Crane models of Riemannian quantum gravity. We
have extended the existing numerical techniques to handle q-deformed models and
arbitrary space-time triangulations. We present and interpret expectation
values of a few selected observables for each model, including a spin-spin
correlation function which gives insight into the behaviour of the models. We
find the surprising result that, as the deformation parameter q goes to 1
through roots of unity, the limit is discontinuous.
",v1,"Mon, 2 Apr 2007 22:08:44 GMT",,,26-11-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0279,Andreea O. Petric,A. O. Petric and M. P. Rupen,HI velocity dispersion in NGC 1058,"29 pages, 16 figures reduced to the lowest qual. to fit the astro-ph
  size requirements, accepted by AJ","Astron.J.134:1952-1962,2007",10.1086/518558,,astro-ph,,"  We present excellent resolution and high sensitivity Very Large Array (VLA)
observations of the 21cm HI line emission from the face-on galaxy NGC 1058,
providing the first reliable study of the HI profile shapes throughout the
entire disk of an external galaxy. Our observations show an intriguing picture
of the interstellar medium; throughout this galaxy velocity-- dispersions range
between 4 to 15 km/sec but are not correlated with star formation, stars or the
gaseous spiral arms. The velocity dispersions decrease with radius, but this
global trend has a large scatter as there are several isolated, resolved
regions of high dispersion. The decline of star light with radius is much
steeper than that of the velocity dispersions or that of the energy in the gas
motions.
",v1,"Mon, 2 Apr 2007 22:12:04 GMT",,,23-06-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.028,Ronald F. Webbink,Ronald F. Webbink (University of Illinois at Urbana-Champaign),Common Envelope Evolution Redux,"25 pages, 6 figures. To appear in ""Short Period Binary Stars"", ed.
  E.F. Milone, D.A. Leahy, & D.W. Hobill (Springer)",,10.1007/978-1-4020-6544-6_13,,astro-ph,,"  Common envelopes form in dynamical time scale mass exchange, when the
envelope of a donor star engulfs a much denser companion, and the core of the
donor plus the dense companion star spiral inward through this dissipative
envelope. As conceived by Paczynski and Ostriker, this process must be
responsible for the creation of short-period binaries with degenerate
components, and, indeed, it has proven capable of accounting for short-period
binaries containing one white dwarf component. However, attempts to reconstruct
the evolutionary histories of close double white dwarfs have proven more
problematic, and point to the need for enhanced systemic mass loss, either
during the close of the first, slow episode of mass transfer that produced the
first white dwarf, or during the detached phase preceding the final, common
envelope episode. The survival of long-period interacting binaries with massive
white dwarfs, such as the recurrent novae T CrB and RS Oph, also presents
interpretative difficulties for simple energetic treatments of common envelope
evolution. Their existence implies that major terms are missing from usual
formulations of the energy budget for common envelope evolution. The most
plausible missing energy term is the energy released by recombination in the
common envelope, and, indeed, a simple reformulation the energy budget
explicitly including recombination resolves this issue.
",v1,"Mon, 2 Apr 2007 22:13:53 GMT",,,11-11-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0281,Denis Richard,Denis Richard,The Source of Turbulence in Astrophysical Disks: An Ill-posed Problem.,"UCSC-NASA Ames Research Center Workshop on Stellar and Planets
  Formation March 29, 2007",,,,astro-ph,,"  An critical overview of the current state of research in turbulence in
astrophysical disks.
",v1,"Mon, 2 Apr 2007 22:43:43 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0282,Samuele Bandi,"Samuele Bandi, Luca Stabellini, Andrea Conti and Velio Tralli",On Punctured Pragmatic Space-Time Codes in Block Fading Channel,,,,,cs.IT cs.CC math.IT,,"  This paper considers the use of punctured convolutional codes to obtain
pragmatic space-time trellis codes over block-fading channel. We show that good
performance can be achieved even when puncturation is adopted and that we can
still employ the same Viterbi decoder of the convolutional mother code by using
approximated metrics without increasing the complexity of the decoding
operations.
",v1,"Mon, 2 Apr 2007 22:44:17 GMT",,,13-07-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0283,Richard Green,R.M. Green,On the Markov trace for Temperley--Lieb algebras of type $E_n$,"Approximately 37 pages, AMSTeX. 9 figures.",,,,math.QA,,"  We show that there is a unique Markov trace on the tower of Temperley--Lieb
type quotients of Hecke algebras of Coxeter type $E_n$ (for all $n \geq 6$). We
explain in detail how this trace may be computed easily using tom Dieck's
calculus of diagrams. As applications, we show how to use the trace to show
that the diagram representation is faithful, and to compute leading
coefficients of certain Kazhdan--Lusztig polynomials.
",v1,"Mon, 2 Apr 2007 22:55:30 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0284,Hsien-Chung Kao,Hsien-chung Kao,"Second Order Perturbative Calculation of Quasinormal Modes of
  Schwarzschild Black Holes","12 pages, LaTex","Phys.Rev.D75:124008,2007",10.1103/PhysRevD.75.124008,,hep-th gr-qc,,"  We analytically calculate to second order the correction to the asymptotic
form of quasinormal frequencies of four dimensional Schwarzschild black holes
based on the monodromy analysis proposed by Motl and Neitzke. Our results are
in good agreement with those obtained from numerical calculation.
",v1,"Mon, 2 Apr 2007 22:58:22 GMT",,,26-11-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0285,Xiaosong Wu,"Walt A. de Heer, Claire Berger, Xiaosong Wu, Phillip N. First, Edward
  H. Conrad, Xuebin Li, Tianbo Li, Michael Sprinkle, Joanna Hass, Marcin L.
  Sadowski, Marek Potemski, Gerard Martinez",Epitaxial graphene,"19 pages, 11 figures, submitted to Solid State Communications.","Solid State Comm. 143, 92 (2007)",10.1016/j.ssc.2007.04.023,,cond-mat.mes-hall cond-mat.mtrl-sci,,"  Graphene multilayers are grown epitaxially on single crystal silicon carbide.
This system is composed of several graphene layers of which the first layer is
electron doped due to the built-in electric field and the other layers are
essentially undoped. Unlike graphite the charge carriers show Dirac particle
properties (i.e. an anomalous Berry's phase, weak anti-localization and square
root field dependence of the Landau level energies). Epitaxial graphene shows
quasi-ballistic transport and long coherence lengths; properties which may
persists above cryogenic temperatures. Paradoxically, in contrast to exfoliated
graphene, the quantum Hall effect is not observed in high mobility epitaxial
graphene. It appears that the effect is suppressed due to absence of localized
states in the bulk of the material.Epitaxial graphene can be patterned using
standard lithography methods and characterized using a wide array of
techniques. These favorable features indicate that interconnected room
temperature ballistic devices may be feasible for low dissipation high-speed
nanoelectronics.
",v1,"Tue, 3 Apr 2007 15:17:51 GMT",,,16-10-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0286,Peter Kuchment,Peter Kuchment and Leonid Kunyansky,Mathematics of thermoacoustic tomography,,"Mathematics of Thermoacoustic Tomography, European J. Appl. Math.,
  v. 19, 2008, pp. 1-34.",,,math.AP math-ph math.MP,,"  The paper presents a survey of mathematical problems, techniques, and
challenges arising in the Thermoacoustic and Photoacoustic Tomography.
",v1,"Mon, 2 Apr 2007 23:21:10 GMT",v2,"Sun, 21 Oct 2007 17:43:27 GMT",02-03-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0287,Pablo M. Saz Parkinson,Pablo M. Saz Parkinson (Milagro Collaboration),Search for Very High Energy Emission from Gamma-Ray Bursts using Milagro,"To appear in ""Proceedings of the First International GLAST
  Symposium"", Febuary 5-8, 2007, Stanford University, AIP, Eds. S. Ritz, P. F.
  Michelson, and C. Meegan",,10.1063/1.2757406,,astro-ph,,"  Gamma-Ray Bursts (GRBs) have been detected at GeV energies by EGRET and
models predict emission at > 100 GeV. Milagro is a wide field (2 sr) high duty
cycle (> 90 %) ground based water Cherenkov detector that records extensive air
showers in the energy range 100 GeV to 100 TeV. We have searched for very high
energy emission from a sample of 106 gamma-ray bursts (GRB) detected since the
beginning of 2000 by BATSE, BeppoSax, HETE-2, INTEGRAL, Swift or the IPN. No
evidence for emission from any of the bursts has been found and we present
upper limits from these bursts.
",v1,"Mon, 2 Apr 2007 23:55:47 GMT",,,13-11-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0288,Gargi Chaudhuri,"G. Chaudhuri, S. Das Gupta","Specific heat and bimodality in canonical and grand canonical versions
  of the thermodynamic model","19 pages, 5 figures","Phys.Rev.C76:014619,2007",10.1103/PhysRevC.76.014619,,nucl-th,,"  We address two issues in the thermodynamic model for nuclear disassembly.
Surprisingly large differences in results for specific heat were seen in
predictions from the canonical and grand canonical ensembles when the nuclear
system passes from liquid-gas co-existence to the pure gas phase. We are able
to pinpoint and understand the reasons for such and other discrepancies when
they appear. There is a subtle but important difference in the physics
addressed in the two models. In particular if we reformulate the parameters in
the canonical model to better approximate the physics addressed in the grand
canonical model, calculations for observables converge. Next we turn to the
issue of bimodality in the probability distribution of the largest fragment in
both canonical and grand canonical ensembles. We demonstrate that this
distribution is very closely related to average multiplicities. The
relationship of the bimodal distribution to phase transition is discussed.
",v1,"Mon, 2 Apr 2007 23:49:54 GMT",v2,"Thu, 5 Jul 2007 01:21:06 GMT",26-11-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0289,Volker Schweikhard,"V. Schweikhard, S. Tung, and E. A. Cornell","Vortex proliferation in the Berezinskii-Kosterlitz-Thouless regime on a
  two-dimensional lattice of Bose-Einstein condensates","changed title; changed definition of vortex density surrogate ""D"";
  additional data in Fig. 3; text revisions",,10.1103/PhysRevLett.99.030401,,cond-mat.mes-hall,,"  We observe the proliferation of vortices in the
Berezinskii-Kosterlitz-Thouless regime on a two-dimensional array of
Josephson-coupled Bose-Einstein condensates. As long as the Josephson
(tunneling) energy J exceeds the thermal energy T, the array is vortex-free.
With decreasing J/T, vortices appear in the system in ever greater numbers. We
confirm thermal activation as the vortex formation mechanism and obtain
information on the size of bound vortex pairs as J/T is varied.
",v1,"Mon, 2 Apr 2007 23:51:32 GMT",v2,"Tue, 10 Apr 2007 17:25:34 GMT",13-11-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.029,Jarrod R. Hurley,"Jarrod R. Hurley, Sverre J. Aarseth, Michael M. Shara",The core binary fractions of star clusters from realistic simulations,"34 pages, 12 figures, accepted for publication in the Astrophysical
  Journal","Astrophys.J.665:707-718,2007",10.1086/517879,,astro-ph,,"  We investigate the evolution of binary fractions in star clusters using
N-body models of up to 100000 stars. Primordial binary frequencies in these
models range from 5% to 50%. Simulations are performed with the NBODY4 code and
include a full mass spectrum of stars, stellar evolution, binary evolution and
the tidal field of the Galaxy. We find that the overall binary fraction of a
cluster almost always remains close to the primordial value, except at late
times when a cluster is near dissolution. A critical exception occurs in the
central regions where we observe a marked increase in binary fraction with time
-- a simulation starting with 100000 stars and 5% binaries reached a core
binary frequency as high as 40% at the end of the core-collapse phase
(occurring at 16 Gyr with ~20000 stars remaining). Binaries are destroyed in
the core by a variety of processes as a cluster evolves, but the combination of
mass-segregation and creation of new binaries in exchange interactions produces
the observed increase in relative number. We also find that binaries are cycled
into and out of cluster cores in a manner that is analogous to convection in
stars. For models of 100000 stars we show that the evolution of the core-radius
up to the end of the initial phase of core-collapse is not affected by the
exact value of the primordial binary frequency (for frequencies of 10% or
less). We discuss the ramifications of our results for the likely primordial
binary content of globular clusters.
",v1,"Mon, 2 Apr 2007 23:53:16 GMT",,,23-06-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0291,Matthew Jeppesen,"M. Jeppesen, J. Dugu\'e, G. R. Dennis, M. T. Johnsson, C. Figl, N. P.
  Robins and J. D. Close",Approaching the Heisenberg limit in an atom laser,"Corrected analysis, added figure",,10.1103/PhysRevA.77.063618,,physics.atom-ph cond-mat.other,,"  We present experimental and theoretical results showing the improved beam
quality and reduced divergence of an atom laser produced by an optical Raman
transition, compared to one produced by an RF transition. We show that Raman
outcoupling can eliminate the diverging lens effect that the condensate has on
the outcoupled atoms. This substantially improves the beam quality of the atom
laser, and the improvement may be greater than a factor of ten for experiments
with tight trapping potentials. We show that Raman outcoupling can produce atom
lasers whose quality is only limited by the wavefunction shape of the
condensate that produces them, typically a factor of 1.3 above the Heisenberg
limit.
",v1,"Tue, 3 Apr 2007 06:35:53 GMT",v2,"Tue, 2 Oct 2007 01:38:13 GMT",13-11-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0292,Gregory Soyez,Gavin P. Salam and Gregory Soyez,A practical Seedless Infrared-Safe Cone jet algorithm,"42 pages, 11 figures. SISCone, the C++ implementation of the
  algorithm, is available at http://projects.hepforge.org/siscone/
  (standalone), http://www.lpthe.jussieu.fr/~salam/fastjet/ (FastJet plugin).
  v2: FastJet URL corrected","JHEP 0705:086,2007",10.1088/1126-6708/2007/05/086,,hep-ph,,"  Current cone jet algorithms, widely used at hadron colliders, take event
particles as seeds in an iterative search for stable cones. A longstanding
infrared (IR) unsafety issue in such algorithms is often assumed to be solvable
by adding extra `midpoint' seeds, but actually is just postponed to one order
higher in the coupling. A proper solution is to switch to an exact seedless
cone algorithm, one that provably identifies all stable cones. The only
existing approach takes N 2^N time to find jets among N particles, making it
unusable at hadron level. This can be reduced to N^2 ln(N) time, leading to
code (SISCone) whose speed is similar to that of public midpoint
implementations. Monte Carlo tests provide a strong cross-check of an
analytical proof of the IR safety of the new algorithm, and the absence of any
'R_{sep}' issue implies a good practical correspondence between parton and
hadron levels. Relative to a midpoint cone, the use of an IR safe seedless
algorithm leads to modest changes for inclusive jet spectra, mostly through
reduced sensitivity to the underlying event, and significant changes for some
multi-jet observables.
",v1,"Tue, 3 Apr 2007 18:03:13 GMT",v2,"Wed, 4 Apr 2007 14:57:40 GMT",13-11-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0293,Mikhail Voloshin,"S. Dubynskiy, A. Le Yaouanc, L. Oliver, J.-C. Raynal and M.B. Voloshin","Isospin breaking in the yield of heavy meson pairs in e+e- annihilation
  near threshold","16 pages, 2 figures","Phys.Rev.D75:113001,2007",10.1103/PhysRevD.75.113001,"FTPI-MINN-07/08, UMN-TH-2541/07, LPT-Orsay/07-19",hep-ph,,"  We revisit the problem of interplay between the strong and the Coulomb
interaction in the charged-to-neutral yield ratio for $B {\bar B}$ and $D {\bar
D}$ pairs near their respective thresholds in $e^+e^-$ annihilation. We
consider here a realistic situation with a resonant interaction in the isospin
I=0 channel and a nonresonant strong scattering amplitude in the I=1 state. We
find that the yield ratio has a smooth behavior depending on the scattering
phase in the I=1 channel. The same approach is also applicable to the $K {\bar
K}$ production at the $\phi(1020)$ resonance, where the Coulomb effect in the
charged-to-neutral yield ratio is generally sensitive to the scattering phases
in both the isoscalar and the isovector channels. Furthermore, we apply the
same approach to the treatment of the effect of the isotopic mass difference
between the charged and neutral mesons and argue that the strong-scattering
effects generally result in a modification to the pure kinematical effect of
this mass difference.
",v1,"Tue, 3 Apr 2007 18:57:46 GMT",,,26-11-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.0294,Scott A. Yost,B.F.L. Ward and S.A. Yost,QED x QCD Resummation and Shower/ME Matching for LHC Physics,"12 pages, LaTex with packages amsmath, amssymb","ActaPhys.Polon.B38:2395-2403,2007",,BU-HEPP-07/02,hep-ph,,"  We present the theory of QED x QCD resummation and its interplay with
shower/matrix element matching in precision LHC physics scenarios. We
illustrate the theory using single heavy gauge boson production at hadron
colliders.
",v1,"Tue, 3 Apr 2007 19:29:05 GMT",,,26-11-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
